"QALD id","match status","QALD question","QueGG question","QALD SPARQL query","QueGG SPARQL query"
"163","0.5833333333333334","To which party does the mayor of Paris belong?","""to which party does Elisabeth of Saxony belong?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?x . ?x <http://dbpedia.org/ontology/party> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Elisabeth_of_Saxony> <http://dbpedia.org/ontology/party>  ?o .    }"""
"164","0.875","Who wrote the book The Pillars of the Earth?","""Who wrote The Pillars of the Earth?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {        res:The_Pillars_of_the_Earth dbo:author ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/The_Pillars_of_the_Earth> <http://dbpedia.org/ontology/author>  ?o .    }"""
"165","0.7","Who was the 16th president of the United States?","""Who was the child of United States?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE {         ?uri dbo:office 'President of the United States' .         ?uri dbo:orderInOffice '16th' .}","""select  ?o    {    <http://dbpedia.org/resource/United_States> <http://dbpedia.org/ontology/child>  ?o .    }"""
"166","0.8571428571428571","How high is the Mount Everest?","""How high is Mount Everest?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?num WHERE {	res:Mount_Everest dbo:elevation ?num.}","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?o .    }"""
"167","1.0","Who was the doctoral supervisor of Albert Einstein?","""Who was the doctoral supervisor of Albert Einstein?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor>  ?o .    }"""
"168","1.0","In which city does Sylvester Stallone live?","""which city does Sylvester Stallone live in?""","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/City> . <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    }"""
"169","1.0","What is the currency of the Czech Republic?","""What is the currency of Czech Republic?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {	res:Czech_Republic dbo:currency ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/Czech_Republic> <http://dbpedia.org/ontology/currency>  ?o .    }"""
"170","0.0","Did Socrates influence Aristotle?",,"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE {	res:Aristotle dbo:influencedBy res:Socrates .}",
"171","1.0","What is the time zone of Salt Lake City?","""What is the time zone of Salt Lake City?""","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbp: <http://dbpedia.org/property/>SELECT DISTINCT ?uri WHERE {	res:Salt_Lake_City dbp:timezone ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Salt_Lake_City> <http://dbpedia.org/property/timezone>  ?o .    }"""
"172","0.7777777777777778","Who is the son of Sonny and Cher?","""Who is the son of Cher?""","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Cher> . ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Sonny_Bono> . }","""select  ?o    {    <http://dbpedia.org/resource/Cher> <http://dbpedia.org/ontology/child>  ?o .    }"""
"173","0.75","In which city are the headquarters of the United Nations?","""in which cities are Headquarters of the United Nations located?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <http://dbpedia.org/ontology/location> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } ","""select  ?o    {    <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <<http://dbpedia.org/ontology/location>>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    }"""
"174","1.0","Who is the founder of Penguin Books?","""Who is the founder of Penguin Books?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE {         res:Penguin_Books dbo:founder ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/Penguin_Books> <http://dbpedia.org/ontology/founder>  ?o .    }"""
"175","1.0","When was Jack Wolfskin founded?","""When was Jack Wolfskin founded?""","SELECT DISTINCT ?year WHERE {  <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?year . } ","""select  ?o    {    <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear>  ?o .    }"""
"176","1.0","Who is the mayor of Rotterdam?","""Who is the mayor of Rotterdam?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {        res:Rotterdam dbo:leaderName ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/Rotterdam> <http://dbpedia.org/ontology/leaderName>  ?o .    }"""
"177","0.0","Give me all Swedish oceanographers.",,"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {        ?uri dbo:field res:Oceanography .         ?uri dbo:birthPlace res:Sweden .        }",
"178","0.0","Show me Hemingway's autobiography.",,"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Ernest_Hemingway> . ?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Autobiography> . }",
"179","0.9","Who are the parents of the wife of Juan Carlos I?","""Who are the parents of Juan Carlos I?""","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {         res:Juan_Carlos_I_of_Spain dbo:spouse ?x .         ?x dbo:parent ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Juan_Carlos_I_of_Spain> <http://dbpedia.org/ontology/parent>  ?o .    }"""
"180","0.6363636363636364","Did Tesla win a nobel prize in physics?","""which Scientist did Nobel Prize in Physics win?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE {        res:Nikola_Tesla dbo:award res:Nobel_Prize_in_Physics .}","""select  ?s    {   ?s <http://dbpedia.org/ontology/award>  <http://dbpedia.org/resource/Nobel_Prize_in_Physics> .    }"""
"181","1.0","Who is the tallest basketball player?","""Who is the tallest basketball player?""","SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> .  ?uri <http://dbpedia.org/ontology/height> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 ","""SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . ?subjOfProp <http://dbpedia.org/ontology/height> ?num . } ORDER BY DESC(?num) LIMIT 1"""
"182","0.0","Which city has the least inhabitants?",,"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> .  ?uri <http://dbpedia.org/ontology/populationTotal> ?pop . } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1 ",
"183","0.0","Is proinsulin a protein?",,"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>ASK WHERE {	res:Proinsulin rdf:type dbo:Protein .}",
"184","1.0","Who were the parents of Queen Victoria?","""Who were the parents of Queen Victoria?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {         res:Queen_Victoria dbo:parent ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/Queen_Victoria> <http://dbpedia.org/ontology/parent>  ?o .    }"""
"185","0.0","Did Che Guevara have children?",,"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASKWHERE {         res:Che_Guevara dbo:child ?uri . }",
"186","0.0","Is Lake Baikal bigger than the Great Bear Lake?",,"PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> ASKWHERE {          res:Lake_Baikal dbo:areaTotal ?a1 .         res:Great_Bear_Lake dbo:areaTotal ?a2 .        FILTER (?a1 > ?a2)}",
"187","0.0","Did Kaurismki ever win the Grand Prix at Cannes?",,"ASK WHERE { <http://dbpedia.org/resource/Aki_Kaurismki> <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Grand_Prix_(Cannes_Film_Festival)> . }",
"188","0.5384615384615384","Give me all books by William Goldman with more than 300 pages.","""Give me all books by William Goldman""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE {        ?uri rdf:type dbo:Book .        ?uri dbo:author res:William_Goldman .        ?uri dbo:numberOfPages ?x .        FILTER (?x > 300)}","""select  ?s    {   ?s <http://dbpedia.org/ontology/author>  <http://dbpedia.org/resource/William_Goldman> .    }"""
"189","1.0","Where is Fort Knox located?","""Where is Fort Knox located?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location>  ?o .    }"""
"190","0.5833333333333334","In which U.S. state is Fort Knox located?","""in which place is Fort Knox located?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {	res:Fort_Knox dbp:location ?uri .        ?uri dbo:country res:United_States .}","""select  ?o    {    <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location>  ?o .    }"""
"191","1.0","Where is Syngman Rhee buried?","""Where is Syngman Rhee buried?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?uri . } ","""select  ?o    {    <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace>  ?o .    }"""
"192","0.6666666666666666","What is the timezone in San Pedro de Atacama?","""What is the location of San Pedro de Atacama?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?uri . } ","""select  ?o    {    <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/location>  ?o .    }"""
"193","0.0","To which artistic movement did the painter of The Three Dancers belong?",,"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Three_Dancers> <http://dbpedia.org/ontology/author> ?person .  ?person <http://dbpedia.org/ontology/movement> ?uri . } ",
"194","0.6153846153846154","Which scientist is known for the Manhattan Project and the Nobel Peace Prize?","""which Scientist is known for Manhattan Project?""","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE {        ?uri dbo:knownFor res:Manhattan_Project .        ?uri rdf:type dbo:Scientist .        ?uri dbo:knownFor res:Nobel_Peace_Prize .}","""select  ?s    {   ?s <http://dbpedia.org/ontology/knownFor>  <http://dbpedia.org/resource/Manhattan_Project> .    }"""
"195","0.7777777777777778","Show me all books in Asimov's Foundation series.","""show me all books in Foundation series""","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . } ","""select  ?s    {   ?s <http://dbpedia.org/ontology/series>  <http://dbpedia.org/resource/Foundation_series> .    }"""
"196","0.5384615384615384","Give me all cities in New Jersey with more than 100000 inhabitants.","""Give me all cities in New Jersey""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE {	?uri rdf:type dbo:City .        ?uri dbo:isPartOf res:New_Jersey .        ?uri dbp:populationTotal ?inhabitants .        FILTER (?inhabitants > 100000) .}","""select  ?o    {    <http://dbpedia.org/resource/New_Jersey> <http://dbpedia.org/ontology/isPartOf>  ?o .    }"""
"197","0.0","Which museum in New York has the most visitors?",,"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Museum> .  ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/New_York_City> .  ?uri <http://dbpedia.org/ontology/numberOfVisitors> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 ",
"198","0.875","How high is the Yokohama Marine Tower?","""How high is Yokohama Marine Tower?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?numWHERE {        res:Yokohama_Marine_Tower dbo:height ?num .}","""select  ?o    {    <http://dbpedia.org/resource/Yokohama_Marine_Tower> <http://dbpedia.org/ontology/height>  ?o .    }"""
"199","0.0","Does the new Battlestar Galactica series have more episodes than the old one?",,"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE {	<http://dbpedia.org/resource/Battlestar_Galactica_%281978_TV_series%29> dbo:numberOfEpisodes ?x .	<http://dbpedia.org/resource/Battlestar_Galactica_%282004_TV_series%29> dbo:numberOfEpisodes ?y .	FILTER (?y > ?x)}",
"200","0.625","Who is the youngest Darts player?","""Who is the youngest person?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE {        ?uri rdf:type dbo:DartsPlayer .        ?uri dbo:birthDate ?date .}ORDER BY DESC(?date)OFFSET 0 LIMIT 1","""SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Politician> . ?subjOfProp <http://dbpedia.org/ontology/birthDate> ?num . } ORDER BY DESC(?num) LIMIT 1"""
"201","0.6666666666666666","Who developed the video game World of Warcraft?","""Who developed World of Warcraft?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	res:World_of_Warcraft dbo:developer ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/World_of_Warcraft> <http://dbpedia.org/ontology/developer>  ?o .    }"""
"202","0.0","Who was the pope that founded the Vatican Television?",,"PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE {          ?uri rdf:type dbo:Pope .          res:Vatican_Television_Center dbo:foundedBy ?uri .}",
"203","0.8","Who composed the music for Harold and Maude?","""Who compose the music for Harold and Maude?""","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uri WHERE {	res:Harold_and_Maude dbo:musicComposer ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/Harold_and_Maude> <http://dbpedia.org/ontology/musicComposer>  ?o .    }"""
"204","0.75","Give me all members of Prodigy.","""Give me all members of The Prodigy""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?uri . } ","""select  ?o    {    <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember>  ?o .    }"""
"205","0.0","Who is starring in Spanish movies produced by Benicio del Toro?",,"SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?film <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Benicio_del_Toro> . ?film <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . } ",
"206","0.0","Which subsidiary of TUI Travel serves both Glasgow and Dublin?",,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri .  ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . } ",
"207","1.0","In which country is Mecca located?","""in which country is Mecca located?""","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE {          res:Mecca dbo:country ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/Mecca> <http://dbpedia.org/ontology/country>  ?o .    }"""
"208","1.0","How many languages are spoken in Colombia?","""How many languages are spoken in Colombia?""","SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> .  <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?uri . } ","""select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE    {    <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language>  ?objOfProp .    }"""
"209","1.0","What is the biggest stadium in Spain?","""What is the biggest stadium in Spain?""","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Stadium> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?uri <http://dbpedia.org/ontology/seatingCapacity> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1","""SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium> . ?subjOfProp <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://dbpedia.org/ontology/seatingCapacity> ?num . } ORDER BY DESC(?num) LIMIT 1"""
"210","0.6","Which professional surfers were born on the Philippines?","""which surfers were born in Philippines?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {	?uri dbo:occupation res:Surfing .	?uri dbo:birthPlace res:Philippines .}","""select  ?s    {   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Philippines> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    }"""
"211","0.6363636363636364","What are the five boroughs of New York?","""What are the nicknames of New York City?""","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Borough_(New_York_City)> . }","""select  ?o    {    <http://dbpedia.org/resource/New_York_City> <http://dbpedia.org/property/nickname>  ?o .    }"""
"212","0.0","Is Cola a beverage?",,"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>ASK WHERE {        res:Cola rdf:type dbo:Beverage .}",
"213","0.75","When did princess Diana die?","""When did Diana Princess of Wales die?""","SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Diana,_Princess_of_Wales> <http://dbpedia.org/ontology/deathDate> ?d . }","""select  ?o    {    <http://dbpedia.org/resource/Diana,_Princess_of_Wales> <http://dbpedia.org/ontology/deathDate>  ?o .    }"""
"214","0.75","Where in France is sparkling wine produced?","""Where is Sparkling wine produced?""","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uriWHERE {        ?uri dbo:wineProduced res:Sparkling_wine .        ?uri dbo:location res:France .}","""select  ?o    {    <http://dbpedia.org/resource/Sparkling_wine> <http://dbpedia.org/ontology/wineProduced>  ?o .    }"""
"","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
